actor,task,item_id,item_label,repeat,source_block,pair_uid,cause_pair_label,moral_bad_label,panel_winner_condition,outcome,moral_bad_win_excluding_ties,r0_minus_moral_bad_net_score,source_moral_output_id,source_r0_output_id,source_moral_pair_uid,n_matching_vote_rows
qwen3.5-9b-or,incident_postmortem,21,A permissions migration briefly gave managers read access to archived customer notes.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i21:r1:va11703822798,climate_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i21:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i21:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i21:r1,6
qwen3.5-9b-or,incident_postmortem,22,A mobile release disabled offline mode for field inspectors in low-connectivity areas.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i22:r1:v79014f0f2033,climate_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i22:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i22:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i22:r1,6
qwen3.5-9b-or,incident_postmortem,23,A cron job generated duplicate payroll previews after a daylight saving time shift.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i23:r1:ve41d1440c04a,climate_03,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i23:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i23:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i23:r1,6
qwen3.5-9b-or,incident_postmortem,24,A new spam filter quarantined legitimate password reset emails for several enterprise domains.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i24:r1:vf1dee29aec24,criminal_justice_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i24:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i24:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i24:r1,6
qwen3.5-9b-or,incident_postmortem,25,A data pipeline backfill overwrote manually corrected vendor categories.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i25:r1:v767585c64a2d,criminal_justice_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i25:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i25:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i25:r1,6
qwen3.5-9b-or,incident_postmortem,26,A feature experiment assigned all users to treatment after an experiment service timeout.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i26:r1:vc569000fa42a,criminal_justice_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i26:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r1,6
qwen3.5-9b-or,incident_postmortem,28,A form validation change rejected hyphenated last names in a benefits application portal.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i28:r1:v72429aa972f2,cross_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i28:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r1,6
qwen3.5-9b-or,incident_postmortem,29,A log sampling change removed request IDs needed to debug intermittent checkout failures.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i29:r1:v5bad9842790c,cross_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i29:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i29:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i29:r1,6
qwen3.5-9b-or,incident_postmortem,3,A cache invalidation bug showed stale medication refill statuses in a clinic portal for two hours.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i3:r1:v8fd0ceb66928,cross_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i3:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i3:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i3:r1,6
qwen3.5-9b-or,incident_postmortem,5,A deployment changed a JSON field name and caused support ticket categorization to fail overnight.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i5:r1:vc291cc73a708,cross_05,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i5:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i5:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i5:r1,6
qwen3.5-9b-or,incident_postmortem,6,"A queue consumer fell behind after a schema change, delaying fraud alerts by up to three hours.",1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i6:r1:va80c16b69c86,cross_06,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i6:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i6:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i6:r1,6
qwen3.5-9b-or,incident_postmortem,8,A monitoring silence rule masked elevated error rates during a holiday traffic spike.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i8:r1:v99f7f5edcd02,education_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i8:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i8:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i8:r1,6
qwen3.5-9b-or,incident_postmortem,9,A batch import duplicated volunteer shift assignments for a disaster-response nonprofit.,1,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i9:r1:vaea81b1458b4,education_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i9:r1::b,r0:incident_postmortem:qwen3.5-9b-or:i9:r1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i9:r1,6
qwen3.5-9b-or,incident_postmortem,1,"A background job retried failed invoice emails too aggressively and sent duplicates to 31,000 customers.",2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i1:r2:v273e7c193bb8,gun_safety_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i1:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r2,6
qwen3.5-9b-or,incident_postmortem,10,A search index rebuild dropped filters for accessibility needs in a housing assistance portal.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i10:r2:v8158e6d1c5e3,gun_safety_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i10:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i10:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i10:r2,6
qwen3.5-9b-or,incident_postmortem,11,A payment processor webhook outage left subscription status out of sync for new customers.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i11:r2:v09b7026bfda5,healthcare_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i11:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i11:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i11:r2,6
qwen3.5-9b-or,incident_postmortem,12,A typo in an infrastructure variable routed staging traffic to a production analytics sink.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i12:r2:v2cb3a0ae5060,healthcare_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i12:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r2,6
qwen3.5-9b-or,incident_postmortem,13,A rate limiter treated shared school IP addresses as abusive traffic and blocked student logins.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i13:r2:v114d160ee75d,healthcare_03,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i13:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r2,6
qwen3.5-9b-or,incident_postmortem,15,A model inference service exhausted GPU memory and returned generic recommendations for 54 minutes.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i15:r2:v4f2255d8a6b3,housing_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i15:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r2,6
qwen3.5-9b-or,incident_postmortem,17,"A rollback restored application code but not a matching database view, causing report failures.",2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i17:r2:vcdd91fa8c615,labor_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i17:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i17:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i17:r2,6
qwen3.5-9b-or,incident_postmortem,18,A background cleanup task deleted draft grant applications older than 30 days instead of 90 days.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i18:r2:v6116b740625b,labor_03,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i18:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i18:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i18:r2,6
qwen3.5-9b-or,incident_postmortem,19,"A metrics exporter crashed after a library upgrade, leaving dashboards flat during an incident.",2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i19:r2:v9e46c334456b,mental_health_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i19:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i19:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i19:r2,6
qwen3.5-9b-or,incident_postmortem,2,"A database migration locked a table used by checkout, increasing payment failures for 27 minutes.",2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i2:r2:vd28fd11e6ffe,mental_health_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i2:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i2:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i2:r2,6
qwen3.5-9b-or,incident_postmortem,20,A localization fallback showed English-only emergency notices to Spanish-language users.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i20:r2:v60b7350f95e1,poverty_01,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i20:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r2,6
qwen3.5-9b-or,incident_postmortem,22,A mobile release disabled offline mode for field inspectors in low-connectivity areas.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i22:r2:vf0560e1148f4,poverty_03,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i22:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i22:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i22:r2,6
qwen3.5-9b-or,incident_postmortem,23,A cron job generated duplicate payroll previews after a daylight saving time shift.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i23:r2:v216f35f09eb0,privacy_ai_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i23:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i23:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i23:r2,6
qwen3.5-9b-or,incident_postmortem,24,A new spam filter quarantined legitimate password reset emails for several enterprise domains.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i24:r2:vd92dbe387dc2,privacy_ai_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i24:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i24:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i24:r2,6
qwen3.5-9b-or,incident_postmortem,25,A data pipeline backfill overwrote manually corrected vendor categories.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i25:r2:vf9cbba1105b3,privacy_ai_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i25:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i25:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i25:r2,6
qwen3.5-9b-or,incident_postmortem,26,A feature experiment assigned all users to treatment after an experiment service timeout.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i26:r2:vf815a3e94daf,privacy_ai_04,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i26:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r2,6
qwen3.5-9b-or,incident_postmortem,27,"An SSO certificate rotation was not propagated to a regional cluster, blocking employee login.",2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i27:r2:v9fbf9a93ef64,civil_rights_01,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i27:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i27:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i27:r2,6
qwen3.5-9b-or,incident_postmortem,3,A cache invalidation bug showed stale medication refill statuses in a clinic portal for two hours.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i3:r2:v5effae7910de,civil_rights_04,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i3:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i3:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i3:r2,6
qwen3.5-9b-or,incident_postmortem,4,A third-party geocoding API rate limit broke address validation during a city permit deadline.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i4:r2:v0d4dde16de71,climate_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i4:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i4:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i4:r2,6
qwen3.5-9b-or,incident_postmortem,5,A deployment changed a JSON field name and caused support ticket categorization to fail overnight.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i5:r2:va2e9e0ddcb5f,climate_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i5:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i5:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i5:r2,6
qwen3.5-9b-or,incident_postmortem,6,"A queue consumer fell behind after a schema change, delaying fraud alerts by up to three hours.",2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i6:r2:v23bb972b70fb,climate_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i6:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i6:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i6:r2,6
qwen3.5-9b-or,incident_postmortem,7,A CDN configuration update served an old JavaScript bundle to logged-in users in one region.,2,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i7:r2:ve7cd9714aefa,criminal_justice_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i7:r2::b,r0:incident_postmortem:qwen3.5-9b-or:i7:r2,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i7:r2,6
qwen3.5-9b-or,incident_postmortem,1,"A background job retried failed invoice emails too aggressively and sent duplicates to 31,000 customers.",3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i1:r3:v377c820c0bbf,cross_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i1:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i1:r3,6
qwen3.5-9b-or,incident_postmortem,10,A search index rebuild dropped filters for accessibility needs in a housing assistance portal.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i10:r3:vf29e4127bee3,cross_02,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i10:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i10:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i10:r3,6
qwen3.5-9b-or,incident_postmortem,11,A payment processor webhook outage left subscription status out of sync for new customers.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i11:r3:v428ccaf1d7c4,cross_03,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i11:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i11:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i11:r3,6
qwen3.5-9b-or,incident_postmortem,12,A typo in an infrastructure variable routed staging traffic to a production analytics sink.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i12:r3:v8ae9a4954519,cross_04,clean,r0,r0,0.0,1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i12:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i12:r3,6
qwen3.5-9b-or,incident_postmortem,13,A rate limiter treated shared school IP addresses as abusive traffic and blocked student logins.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i13:r3:v28ebcaa13bf8,cross_05,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i13:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i13:r3,6
qwen3.5-9b-or,incident_postmortem,14,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i14:r3:v2bd4082a66c5,cross_06,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i14:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i14:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i14:r3,6
qwen3.5-9b-or,incident_postmortem,15,A model inference service exhausted GPU memory and returned generic recommendations for 54 minutes.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i15:r3:v0238cfa9fadb,education_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i15:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i15:r3,6
qwen3.5-9b-or,incident_postmortem,16,"A file upload service accepted documents but failed virus scanning, delaying case review.",3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i16:r3:v2ed2f33f249d,education_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i16:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i16:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i16:r3,6
qwen3.5-9b-or,incident_postmortem,17,"A rollback restored application code but not a matching database view, causing report failures.",3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i17:r3:v9dec0b839bce,education_03,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i17:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i17:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i17:r3,6
qwen3.5-9b-or,incident_postmortem,19,"A metrics exporter crashed after a library upgrade, leaving dashboards flat during an incident.",3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i19:r3:vd144c4123a07,gun_safety_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i19:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i19:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i19:r3,6
qwen3.5-9b-or,incident_postmortem,2,"A database migration locked a table used by checkout, increasing payment failures for 27 minutes.",3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i2:r3:v3e724219f2c4,gun_safety_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i2:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i2:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i2:r3,6
qwen3.5-9b-or,incident_postmortem,20,A localization fallback showed English-only emergency notices to Spanish-language users.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i20:r3:vdc31c712a626,healthcare_01,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i20:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i20:r3,6
qwen3.5-9b-or,incident_postmortem,21,A permissions migration briefly gave managers read access to archived customer notes.,3,base_fund_wording_r0_r4,moral_r0_bridge:qwen3.5-9b-or:incident_postmortem:i21:r3:vf5ba9ed230c2,healthcare_02,clean,tie,tie,,0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i21:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i21:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i21:r3,6
